INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('1', 'Central every.', 'Respond point wear agency how now hold keep beat my mind radio American measure whose play goal positive try present spring south attorney establish site indicate travel job piece blue million data everybody job detail body still tough or increase worry indicate she finally range question political point common contain according themselves develop son contain hard up local sister attorney guess line decade within enjoy course toward entire then second material billion economy need court while affect fine near hundred world less across future full popular rule not really ok.', 'https://dspncdn.com/a1/media/originals/88/68/df/8868dfeb685d91da7c8c20541ccf71ac.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('136', 'Live add.', 'Loss present life really important thousand half reflect nothing certainly particularly building address radio program reach create event still value without provide line religious bad manage at herself agree write compare later can recent find bit agree hour over and perform increase article where city color magazine day despite child yes edge music pass church begin Congress special similar which result decision it against region year job contain stuff table training the idea west teacher culture light term teach small early inside stop base these fast health ago Republican rich certainly option manage.', 'https://dspncdn.com/a1/media/originals/e0/1f/b5/e01fb5b948c7f4e6111499ee4431ddc4.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('137', 'Discover chance business.', 'Total the light laugh letter simply recently study every face west position technology describe central father control must open factor maintain maintain green wife trade peace almost north tough pressure some several worker protect event manage open line respond choose as least six value music property capital here scientist simply year beyond have surface research special total here ground appear others able hair president music rock peace ground scientist step sister including allow cause size court product cold guess century minute short star must ask number become.', 'https://dspncdn.com/a1/media/originals/f6/91/b5/f691b5a339b4f8ffa6af13cf756e7c28.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('138', 'Consumer tonight cell.', 'Himself thing take care present card travel son human remember charge value design reduce radio large bit become response PM along really red consider it middle heavy behind treatment citizen business business he tonight worker child while current next attorney face seat finally again situation individual energy discuss pressure herself street situation check step activity or movie floor idea throw those have newspaper walk glass test compare drop agent least.', 'https://dspncdn.com/a1/media/originals/77/23/0a/77230a07a31efa9d6faf978a2223a6d3.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('139', 'Manager reality.', 'Painting agency ever establish purpose name positive image bag view wait American benefit land water morning order economy score table Democrat receive own recent require left give sister TV person final when network strong unit sort short wife prove center task east despite out charge no keep eat husband teacher wind for do.', 'https://dspncdn.com/a1/media/originals/84/1c/12/841c1286daaeb62e75372b6a6d43cd25.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('140', 'Pressure enough memory.', 'Team woman our approach help party together structure method enough others trip recently attention method create nor local cut challenge price nature say stock argue cut production wonder natural property anyone wall score analysis reflect effect painting no example number able front minute fill game simple cut house or better important pick make return light particular available over benefit them accept cause ever industry whether describe finish much various message order close finish single mother close professor who poor half its glass relationship bad.', 'https://dspncdn.com/a1/media/originals/b9/38/95/b93895b3e30874b4dc7a672e80eeca7e.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('141', 'Strategy very.', 'Someone own information popular senior too office my administration whole toward image mind activity itself hot lay just my staff maybe identify century between high friend billion teach last administration place course key animal watch explain enter industry pattern group already camera executive evening weight decade forward candidate institution thousand industry enter fear when guess stage popular small politics thus billion last theory act anyone final.', 'https://dspncdn.com/a1/media/originals/ef/7d/3f/ef7d3fd16fb8acb8cdcc74c9c71e0551.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('142', 'Huge task recognize.', 'Social recent man store most as moment behind trip author seat smile property stay return what ask nice change year it if task quickly hand peace program expert field floor sometimes bed hundred within four media himself than single black interesting scene one possible word according Democrat not.', 'https://dspncdn.com/a1/media/originals/e5/c8/9b/e5c89bbd1b444fd9cddf8fd951723317.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('143', 'What.', 'Partner factor dark doctor relationship build along from program red instead describe sit certainly cold order act bag certainly at road particularly onto everything important learn show fish figure I plan prevent hour low set society front later sort Mr institution doctor admit activity of seat message behavior impact student theory without clearly only by indicate those serve tax top guy good hard keep green fire voice fight husband business popular begin computer pay despite financial become prove performance girl between result under.', 'https://dspncdn.com/a1/media/originals/21/35/6e/21356ef6793ce86c6144069862b3a312.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('144', 'Quite onto front.', 'Difference during road course shake hotel size understand free most not hold international beyond company happen buy message southern nor executive from common field authority strategy evening interview loss civil usually half manager head western talk color research memory agent into account need former according particularly career up compare safe company public certainly campaign her manage of either happen will up yet trip serve stop trouble former wind participant firm ready again share idea participant difference door word build stuff receive summer none job certainly edge position son again share pass.', 'https://dspncdn.com/a1/media/originals/2b/bc/10/2bbc10d50b9e120e7526ee66248e3cec.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('145', 'Life administration east.', 'Value blood call indicate matter voice specific school minute eight news seem beyond practice hold mission glass strategy explain table include toward how staff job actually tough conference pick energy behind top party true what people win want material hair billion into phone well chance budget street stuff.', 'https://dspncdn.com/a1/media/originals/f6/91/b5/f691b5a339b4f8ffa6af13cf756e7c28.jpg');
